id,proverb,meaning,wrong1,wrong2,wrong3,category
331,आफ्नो घरका सबै बादशाह,आफ्नो ठाउँमा सबै ठूला हुन्छन्,आफ्नो घरमा सबै मानिसहरू राजा हुन्छन्,घरमा सबैले एक अर्कालाई आदेश दिन्छन्,हरेक व्यक्तिले घरमा कानून बनाउँछ,Social Behavior and Relationships
332,आफ्नो टोलमा त भुस्या कुकुर पनि बाघ,आफ्नो ठाउँमा कसैले हेप्न नसक्नु ।,टोलका सबै कुकुर बाघ हुन्छन्,भुस्या कुकुरले बाघलाई जित्छ,आफ्नो टोलमा कुकुरले बाघलाई डराउँछ,Social Behavior and Relationships
349,आफ्नो नाक काटी अरूको पिँध टाल्नु,आफूलाई नभई नभई अरूको काम सार्ने ।,आफ्नो नाक काटेर अरूलाई खुशी पार्नु,अरूको नाक काट्न जाँदा आफ्नो पिँध टाल्नु,अरूको गल्तीका कारण आफ्नो नाक काट्नु,Social Behavior and Relationships
422,आङ्को जुम्राले भन्दा सरेको जुम्राले बढी टोक्छ,रैथानेको भन्दा अरूको फुर्ती बढी हुनु ।,आफ्नो समस्या भन्दा अरुको समस्या ठुलो हुन्छ,सानो कुरा ठूलो असर गर्छ,सधैंको समस्या भन्दा नयाँ समस्या सजिलो हुन्छ,Social Behavior and Relationships
466,"आमाआमा तिमीलाई बोक्सी भन्छन्, हुन्दे बाबै जस्तो देखे उस्तै भन्छन्",सत्य कुरा भने भनेको ।,आमाबाबु बोक्सी हुन्,बाबु जादूगर हुन्,सबैलाई बोक्सी भनिन्छ,Social Behavior and Relationships
468,"आमा लहरे, बाबु पहरे, दाजु कोपिले भाइ भुन्टे",सन्तानको वर्णन गरेको ।,"आमा लहरामा झुन्डिन्छिन्, बाबु पहाडमा बस्छन्, दाजु कोदालोले काम गर्छन् र भाइ कपाल काट्छ","आमा र बाबु एकअर्कासँग लड्छन्, दाजुले भाइलाई काट्छ","आमा सधैं हाँस्छिन्, बाबु सधैं रिसाउँछन्, दाजु भाइलाई सधैं सानो ठान्छ",Social Behavior and Relationships
489,इज्जत गएपछि फर्काउन सकिन्न,बिगार्न सजिलो सपार्न गाहो ।,इज्जत गएको मान्छेले कहिल्यै बोल्न सक्दैन,इज्जत गुमेपछि मान्छेले काम गर्न सक्दैन,इज्जत गुमेपछि मान्छेले बाँच्न सक्दैन,Social Behavior and Relationships
495,इमान जमान नभएको मान्छे काम छैन,बेइमानीले यो सबै छाड्छ,इमान र जमान बिना मान्छेले धेरै राम्रो काम गर्छ,इमान र जमान नभए पनि काम गर्न सकिन्छ,इमान र जमान नभएको मान्छेको काम सधैं सफल हुन्छ,Social Behavior and Relationships
496,"इमानदारलाई हतकडी, बेइमानलाई रसभरी",उल्टो काम हुनु,"इमानदार मानिसहरूलाई मिठो फल मिल्छ, बेइमानहरूलाई सजाय","इमानदारलाई सम्मान, बेइमानलाई पुरस्कार","इमानदारलाई सजाय, बेइमानलाई माफी",Social Behavior and Relationships
516,उँघेको निद्रा ढुकेको भात चोरेको स्वास्नी पुर्दैन आँत,धित नमर्नु,उँघेको मान्छेले निद्रा पूरा गर्न सक्दैन,ढुकेको भात खाँदा पेट दुख्छ,चोरेको स्वास्नीले घर सम्हाल्न सक्दैन,Social Behavior and Relationships
538,"उखुको टुप्पा मुलाको फेद, भतुवा पाल्यो घरको छेद",भतुवाले घर बिगार्छ होस् गर्नुपर्छ ।,उखुको टुप्पा र मुलाको फेद सँगै राख्दा राम्रो हुन्छ,भतुवा पाल्नाले घर बलियो हुन्छ,उखुको टुप्पा र मुलाको फेदले घरको छिद्र बन्द गर्न सकिन्छ,Social Behavior and Relationships
599,"ऊ ल्याऊ भन्दा, गु ल्याउने",भर नभएको मान्छे ।,काम बिगार्ने,कुरा नबुझ्ने,ध्यान नदिने,Social Behavior and Relationships
607,"एक हातले दिउँ प्यारे, एक हातले लिउँ प्यारे",दोहोरो कारोबार ।,दुई हातले काम गर्नु पर्दैन,एक हातले मात्र दिनु पर्छ,सधैं अरूसँग आदानप्रदान गर्नु राम्रो हो,Social Behavior and Relationships
610,एकदिने रानी डोली चढी हग्न गइन्,नपुग्ने काम नगर्नु भनेको ।,रानीले डोली चढेर यात्रा गरिन्,एक दिनको रानीले बग्गी चढेर हग्न गइन्,रानीले डोलीमा चढेर शौचालय खोजिन्,Social Behavior and Relationships
621,"एक दामको ल्वाङ छैन, दस दामको खती",आयस्ता थोरै खर्च धेरै गरी स्वाङ गर्ने ।,ल्वाङको मूल्य एक दामभन्दा कम हुन्छ,ल्वाङ किन्न धेरै पैसा चाहिन्छ,ल्वाङको मूल्य दस दाम हुन्छ,Social Behavior and Relationships
627,एक फेराको झुटो सधैँको झुटो,एकपटकको गल्तीले सधैँ गल्ती देखिन्छ ।,सधैँ झुटो बोल्नुपर्छ,एकपटक झुटो बोलेपछि सच्याउन सकिन्न,झुटो बोल्दा कहिल्यै फाइदा हुँदैन,Social Behavior and Relationships
632,"एक हाड, धेरै कुकुर",उपभोक्ताको तुलनामा उपभोग्य वस्तु नगन्य हुनु ।,कुकुरहरू हाड खान्न सक्दैनन्,हाड धेरै कुकुरले बाँडेर खान सक्छन्,कुकुरहरू हाडको सट्टा मासु खोजिरहेका हुन्छन्,Social Behavior and Relationships
681,एक निहुँ पायो लहरी गयो,धेरै फतफताउने मान्छे ।,कोही सानो झगडा हुँदा टाढा जान्छ,सानो कुरा हुँदा ठूलो निर्णय लिन्छ,बहाना बनाएर यात्रा गर्न जान्छ,Social Behavior and Relationships
686,"एक मानेको छोरी, दुईमानेका परी, धानचामल देखेर आत्तिएरै मरी",थोरै हुनेले एकैचोटि धेरै पाउनु ।,छोरीलाई परी सम्झेर डराउनु,धानचामल देख्दा परीहरू मर्छन्,दुई छोरी हुँदा परीहरू आत्तिन्छन्,Social Behavior and Relationships
701,म मोतीको शोभा सिन्दूर पोते,कर्म गरेकाले चिनो लगाउने,मोतीलाई सिन्दूर र पोतेले सजाउनुपर्छ,मोतीको शोभा सिन्दूर र पोतेमा मात्र हुन्छ,मोती सिन्दूर र पोतेभन्दा कम मूल्यवान हुन्छ,Social Behavior and Relationships
703,ऐरे जैरे नत्थु खैरे,नसक्नेले ठूलो आँट गर्नु ।,धनी मानिसहरू मात्र महत्वपूर्ण हुन्छन्,सबै मानिसहरू एकै प्रकारका हुन्छन्,काम नगर्ने मानिसहरू सफल हुन्छन्,Social Behavior and Relationships
718,ओत लाग्नु छ भने ठूलो रुखको लाग्नु,ठूलो मान्छेको सङ्गत गर्नु ।,सुरक्षित हुन सानो ठाउँ रोज्नु,सधैं कमजोरको साथ दिनु,ठूलो कुरा नगरीकन पनि ठूला फाइदा लिन सकिन्छ,Social Behavior and Relationships
726,ओठ लेप्राउनु,नपत्याउनु,ओठ चाट्नु,ओठ दुखाउनु,ओठ काट्नु,Social Behavior and Relationships
736,कसैलाई काखा कसैलाई पाखा,मतलबी व्यवहार ।,सबैलाई समान व्यवहार गर्नुपर्छ,सबैलाई टाढा राख्नुपर्छ,सबैलाई काखमा राख्नुपर्छ,Social Behavior and Relationships
739,कसैलाई के धन्दा घरज्वाइँलाई खानाको धन्दा,आफ्नै सुरमा मात्र लाग्ने ।,घरज्वाइँले मात्र खानाको चिन्ता गर्छ,अरू सबैलाई खानाको मतलब हुँदैन,घरज्वाइँले कहिल्यै काम गर्दैन,Social Behavior and Relationships
790,कहिले सासूको पालो कहिले बुहारीको पालो,कुनै दिन सबैको पालो आउँछ,सधैं सासूले मात्र काम गर्नुपर्छ,बुहारीले कहिल्यै काम गर्नुपर्दैन,सासू र बुहारीबीच कहिल्यै सहमति हुँदैन,Social Behavior and Relationships
802,काजीको कजिनीलाई दस हाते गुन्यु,दर्जाअनुसारको काम,काजीको कजिनी धनी भएकाले उसलाई महँगो गुन्यु चाहिन्छ,काजीको कजिनीलाई अरूले दस हाते गुन्यु दिनुपर्छ,काजीको कजिनीलाई दस हाते गुन्यु नदिएसम्म ऊ खुसी हुँदैन,Social Behavior and Relationships
807,काम नपाएकी बुहारी पोख्छे उठाउँछे,काम देखाउने पारा,बुहारीले सधैं पोख्छे उठाउँछे भन्ने कुरा ठिक हो,बुहारीले काम नपाउँदा मात्र पोख्छे उठाउँछे,"बुहारीले अरू काम गर्न जान्दिन, त्यसैले पोख्छे उठाउँछे",Social Behavior and Relationships
817,"केटी कस्ती छ ? हेर्नै नपर्ने, केटो कस्तो छ ? बोल्नै नपर्ने",आफ्नो वस्तुको प्रशंसा गर्नु,केटीको रूपको कुनै महत्त्व छैन,"केटोले बोल्नै पर्दैन, ऊ जे गरे पनि हुन्छ",केटी र केटोको मूल्यांकन फरक तरिकाले गरिन्छ,Social Behavior and Relationships
871,"चोरको डाको ठूलो, खानलाग्यो फाँको ठूलो",जोगिने उपाय ।,चोरले चिच्याएर अरूलाई दोष लगाउँछ,"जसले धेरै खान्छ, उसलाई सजाय कम हुन्छ",चोरी गर्दा ठूलो आवाज गर्नु राम्रो हुन्छ,Social Behavior and Relationships
874,चोरको सङ्गत गरे चोरै हुन्छ,सङ्गत नराम्रो ।,चोरसँग बस्दा इमानदार बन्न सकिन्छ,चोरको सङ्गतले राम्रो मित्रता बढ्छ,चोरसँग बस्दा भाग्य चम्किन्छ,Social Behavior and Relationships
881,चोरलाई चौतारो साधुलाई सुली,अपराधी उम्कनु निरपराधी पर्नु ।,चोरलाई इनाम र साधुलाई सजाय,चोरलाई सम्मान र साधुलाई तिरस्कार,अपराधीलाई पुरस्कार र निर्दोषलाई दण्ड,Social Behavior and Relationships
895,छन्द न सन्द सबै मेरो भन्छ,सिप लगाउन नसक्ने त्यसै आफ्नो भन्ने ।,सल्लाह बिना नै सबै कुरा जान्ने दाबी गर्नु,अरूको कुरा नसुन्ने र आफ्नो मात्र सही ठान्ने,बिना ज्ञान आफूलाई सबैभन्दा जान्ने ठान्ने,Social Behavior and Relationships
907,छुनु छैन बाहुनी र रानीलाई,पाप लाग्ने कुरा ।,बाहुनी र रानीलाई नछुनु भन्ने नियम छ,बाहुनी र रानीलाई छुनु पाप हो,बाहुनी र रानीलाई छुँदा अनिष्ट हुन्छ,Social Behavior and Relationships
917,छोरा पाए खसी खाउली छोरी पाए फर्सी,छोरालाई महत्त्व दिनु ।,छोरी पाएपछि मात्र फर्सी खान पाइन्छ,छोरा पाएपछि खसी अनिवार्य खानुपर्छ,छोरी पाएपछि खसी खानु हुँदैन,Social Behavior and Relationships
932,छोरो कस्तो जस्ताको तस्तो,जुनसुकै काम पनि गर्ने ।,छोरो जहिल्यै गलत हुन्छ,छोरो सधैं आफ्नो बुबाजस्तै हुन्छ,छोरो कहिल्यै परिवर्तन हुँदैन,Social Behavior and Relationships
933,छोरो खाने बाबु हेर्ने,कलियुगमा यस्तै हो,बाबुले छोरालाई मात्र खान दिन्छन्,छोरो मात्र खाने काम गर्छ,"बाबु हेर्ने मात्र काम गर्छ, खान पाउँदैन",Social Behavior and Relationships
954,जनताको आवाज ईश्वरको आवाज,बहुमतलाई मान्ने ।,जनताको आवाज सधैं गलत हुन्छ,ईश्वरले जनताको कुरा सुन्दैनन्,जनताको आवाज ईश्वरको आदेश हो,Social Behavior and Relationships
996,जसका लागि गोठ बनायो बाहिर पुच्छर,मुख्य मान्छेलाई ठाउँ नहुनु ।,गोठ बनाएर बाहिर बस्यो,गोठ बनाएर काम नगरी हिँड्यो,गोठ बनाएर गाईलाई बाहिर छोड्यो,Social Behavior and Relationships
998,"जसले दिन्छ खाजा, उही मेरो राजा",आफ्नो काम चलाइदिने नै प्यारो हुन्छ ।,"जो खाजा दिन्छ, ऊ सधैं राजा हुन्छ",खाजा दिने व्यक्ति सधैं सही हुन्छ,खाजा खुवाउने मान्छेले सबै कुरा नियन्त्रण गर्छ,Social Behavior and Relationships
1024,जस्तो मादल बज्छ उस्तै नाच्नु,तालअनुसार चल्नु ।,मादल बजेको सुनेपछि नाच्नैपर्छ,नाच्न जान्नुपर्छ भनेर मादल बजाउनुपर्छ,मादल नबजाएसम्म नाच्न मिल्दैन,Social Behavior and Relationships
1074,जिउँदो छँदा जोई-पोइ मरेपछि कोही न कोही,बाँचुन्जेलको सहारा लोग्ने स्वास्नी मात्र हुन्छन् ।,जिउँदो छँदा जोई-पोइले कहिल्यै भेट्दैनन्,मरेपछि सबैले जोई-पोइलाई बिर्सन्छन्,जिउँदो छँदा मात्र जोई-पोइको महत्व हुन्छ,Social Behavior and Relationships
1110,"जोई न जुँगा, पोइ न पोते",हुँदै नभए पछि के गर्नु र भनेको ।,मानिससँग कुनै सम्पत्ति वा साधन छैन,मानिससँग कुनै परिवार छैन,मानिससँग कुनै काम छैन,Social Behavior and Relationships
1121,"जैसीको छोरी राँड, वैद्यको गलगाँड",अरूलाई बाटो देखाउने आफैँ बाटो नदेख्ने ।,जैसीको छोरीले सधैं विवाह गर्न सक्दैन,वैद्यको गलगाँडले सधैं रोग फैलाउँछ,जैसीको छोरी र वैद्यको गलगाँड एकै ठाउँमा बस्छन्,Social Behavior and Relationships
1127,"जो अगुवा गाउँको, उही बाटो हगुवा",जो जान्नेसुन्ने उही नै खराब ।,अगुवा मानिसले सधैं गलत निर्णय लिन्छ,गाउँको अगुवाले मात्र बाटो हग्न सक्छ,अगुवाले बाटो सफा गर्नु उसको जिम्मेवारी हो,Social Behavior and Relationships
1130,जो काली उही महादेवको साली,कालीले चित्त बुझाउने कुरा ।,काली छालाको मान्छे मात्र महादेवको नजिक हुन्छ,महादेवको साली काली हुनुपर्छ,महादेवको साली सबैभन्दा शक्तिशाली हुन्छ,Social Behavior and Relationships
1142,"जो भनी आएँ उही उठी जाने, को भनेर बस्नु खै",विवाह गरेकीले भनेकी गीत ।,"जो बोल्दै आउँछ, ऊ तुरुन्तै भाग्छ","जो आउँछ, उसले अरूसँग कुरा गर्दैन",बोल्ने व्यक्तिले कहिल्यै काम गर्दैन,Social Behavior and Relationships
1165,झ्याल ढोका बनाउनेको घरमा झ्यालै छैन,समयमा ख्याल नगरेर ।,झ्याल ढोका बनाउने मान्छेले आफ्नो काम राम्रोसँग गर्दैन,झ्याल ढोका बनाउने मान्छेले आफ्नो घरको वास्ता गर्दैन,झ्याल ढोका बनाउने मान्छेले झ्याल बनाउन जान्दैन,Social Behavior and Relationships
1167,झिल्के बाहुनको तिल्के चन्दन,निष्ठा नहुनेले बढी ढर्रा पार्छन्,झिल्के बाहुनले तिल्के चन्दन लगाउँदा शक्ति बढ्छ,झिल्के बाहुनले चन्दन लगाउँदा उसलाई देवता मान्नुपर्छ,तिल्के चन्दन लगाउँदा झिल्के बाहुनको बुद्धि बढ्छ,Social Behavior and Relationships
1175,"झुंगा गाडीको भोटे थर्कनु, गोर्खालीहरू सर्कनु",लडाइँमा गौरव मान्नु ।,झुंगा गाडीमा चढेर यात्रा गर्न डराउनु,गोर्खालीहरू सधैं डराउँछन्,भोटेहरूले गोर्खालीहरूलाई सजिलै हराउँछन्,Social Behavior and Relationships
1177,झुटको खेती सप्रेमा दीपावली गर,आश नभएको काम हुनु ।,झुट बोलेर धेरै पैसा कमाउन सकिन्छ,झुटो कुरा गर्दा सबैले खुशी मनाउँछन्,झुटलाई सधैं प्रोत्साहन दिनुपर्छ,Social Behavior and Relationships
1180,झुटो माया झुटो काय,संसार यस्तै हो ।,साँचो माया र कायको कुनै सम्बन्ध छैन,माया सधैं झुटो हुन्छ,झुटो माया नै साँचो जीवनको आधार हो,Social Behavior and Relationships
1186,टपरीमा सिता भए कौवा कति कति,आफूसँग भएपछि सबै पछि लाग्छन् ।,कौवाका लागि सिता सधैं टपरीमा हुन्छ,कौवाले सधैं सिता खाने मौका पाउँछ,सिता टपरीमा राखेपछि कौवा धेरै आउँछन्,Social Behavior and Relationships
1207,"ठुलाको सङ्गतले घरजम, छोटाको सङ्गतले नाक कान",सत्सङ्गत गर्दा ठुलाकै गर्नू ।,ठूलाको सङ्गतले घर बिग्रन्छ,छोटाको सङ्गतले कान नाक गुमाउँछ,ठूलासँग बस्दा नाक कान काटिन्छ,Social Behavior and Relationships
1221,"डिठ्ठा न विचारी, आइमाईंको कचहरी",बेमतलबको गफ गर्नु ।,डिठ्ठा बिना सोच विचार गरेर आइमाईंको बैठकमा जान्छ,डिठ्ठाले आइमाईंको कचहरी चलाउँछ,आइमाईंको कचहरीमा डिठ्ठाले न्याय दिन्छ,Social Behavior and Relationships
1237,"ढुङ्गाको भर माटो, माटोको भर ढुङ्गो",आपसमा सबैको मद्दत चाहिन्छ ।,ढुङ्गाले माटो बनाउन सक्दैन,माटोले ढुङ्गालाई सहारा दिन्छ,ढुङ्गा र माटो एकै प्रकारका हुन्छन्,Social Behavior and Relationships
1238,ढोका छोडी झ्यालबाट पस्नु,कानुन मिच्ने र विचार नपुयाउने ।,ढोका प्रयोग गर्न नजान्नु,सजिलो बाटो छाडेर गाह्रो बाटो रोज्नु,नियम मिचेर काम गर्नु,Social Behavior and Relationships
1253,"तर्न सजिलो पुलले, बिस्तारा राम्रा झुलले",आनन्दी हुनु ।,पुल सजिलो भए पनि तर्न डराउनु पर्छ,झुल राम्रो भए पनि सुत्न नजान्नु,पुल र झुलको कुनै सम्बन्ध छैन,Social Behavior and Relationships
1271,तैं चुप मै चुप,पोल थाहा पाउनु,सबै जना मिलेर चुप लाग्नुपर्छ,बोल्न मनाही छ,सबैलाई डर लागेर चुप छन्,Social Behavior and Relationships
1319,थिचाइभन्दा मिचाइ मज्जा,ठूलो कुराले भन्दा सानो कुराले सन्तुष्टि मिल्नु ।,थिचेर भन्दा मिचेर काम गर्न राम्रो हुन्छ,जबरजस्ती गर्न मज्जा आउँछ,अरूलाई दबाउन पाउँदा राम्रो हुन्छ,Social Behavior and Relationships
1335,दान गरेको उज्यालो स्वर्गसम्म,दानको ठूलो महत्त्व हुन्छ,दान गरेपछि उज्यालो स्वर्गमा पुग्न सकिन्छ,स्वर्गमा मात्र दानको महत्व हुन्छ,उज्यालो दान गर्दा स्वर्गमा उज्यालो हुन्छ,Social Behavior and Relationships
1338,"दमाईंको थुक चोखो, बाहुनको मुख चोखो",पढ्ने र सिउने भएर ।,दमाईंको थुकले पानी शुद्ध हुन्छ,बाहुनले केही खाएपछि सबै चोखो हुन्छ,दमाईंले थुकेपछि मात्र चोखो मानिन्छ,Social Behavior and Relationships
1339,दमाईंले लुगा र कामीले फलाम नचोरी हुँदैन,पुरानो कुरा ।,दमाईंले सधैं लुगा चोर्छ,कामीले फलाम मात्र चोर्छ,यी जातिहरूले चोर्नु अनिवार्य हुन्छ,Social Behavior and Relationships
1352,दानमा आएको बाच्छाको दाँत कसले गन्छ,सित्तै पाएको कुरा राम्रो नराम्रो छुट्याइँदैन ।,दानमा आएको बाच्छाको दाँत सधैं राम्रो हुन्छ,दानमा आएको बाच्छाको दाँत गन्ने काम अनिवार्य छ,दानमा आएको बाच्छाको दाँत नहेर्नु भनेको गल्ती हो,Social Behavior and Relationships
1366,दाह्री काट्ने साक्षी बस्ने,उहिले विश्वास नहुँदा त्यस्तै गर्थे ।,दाह्री काट्न साक्षी चाहिन्छ,साक्षीले दाह्री काट्छ,दाह्री काट्दा साक्षीले प्रमाण दिन्छ,Social Behavior and Relationships
1374,दिउँ त आफू नाङ्गो नदिउँ त मुखै बाङ्गो,"दिँदा आफूलाई छैन, नदिए रिसाउने ।",दिउँ भने कपडा च्यातिन्छ,नदिउँ भने मुख बिग्रन्छ,दिउँ भने लाज लाग्छ,Social Behavior and Relationships
1378,दुर्बलस्य बलम् राजा,दुर्बलका लागि बल नै सबै कुरा हो ।,राजा मात्र दुर्बल हुन्छ,दुर्बल मानिसले राजा बन्नुपर्छ,राजा सधैं कमजोर हुन्छ,Social Behavior and Relationships
1398,"देउतैपिच्छे पूजा, मान्छे पिच्छे कुरा",जस्तो-जस्तो ठाउँ उस्तै-उस्तै व्यवहार ।,देउता र मान्छेबीच तुलना गर्नु,पूजा गर्दा कुरा गर्नु,पूजा गर्दा मान्छेले कुरा सुन्नु,Social Behavior and Relationships
1478,"धेरैले थुके नदी बन्छ, थोरैले थुके सुक्छ",बहुमत हुनु ।,"धेरैले थुके भने नदी बन्छ, तर थोरैले थुके भने पानी बग्न छोड्छ",थोरै मानिसले प्रयास गरे भने काम बिग्रन्छ,थोरै सहयोगले ठूलो उपलब्धि हासिल गर्न सकिँदैन,Social Behavior and Relationships
1488,नङले चिमोटे हुनेलाई बन्चरो किन तताउनु,सानो प्रयत्नबाट काम हुन्छ भने धेरै जोड नगर्नू ।,नङले चिमोटे भने बन्चरोले प्रतिकार गर्नुपर्छ,सानो चोटलाई ठूलो चोटले बदला लिनु उचित छ,साना समस्याहरूलाई ठूला उपायले समाधान गर्नुपर्छ,Social Behavior and Relationships
1498,नबोलाईकन त कुकुर पनि न जावस्,आफ्नो मन इज्जत खोज्ने मान्छे ।,कुकुरले बोल्न सक्दैन,बोल्ने जनावर मात्र जान सक्छ,कुकुरले बोल्न नजानेपछि कतै जानु हुँदैन,Social Behavior and Relationships
1505,नगर्नु व्यर्थ जनहरूले रूप र धनको अभिमान,सधैँ घमन्डी भएर नबस्नु ।,धन र रूपको अभिमान गर्नैपर्छ,जनहरूले रूप र धनको प्रशंसा नगरी बस्न सक्दैनन्,अभिमान नगर्नु भनेको कमजोरी हो,Social Behavior and Relationships
1509,"नानीले काखमा गरेको दिसा धुन सकिन्छ, काखै काटेर फाल्न सकिन्न",सम्भव हुने मात्र काम गर्न मिल्छ ।,नानीले काखमा गरेको दिसा कहिल्यै धुन सकिँदैन,काख काटेर फाल्न सकिन्छ तर दिसा धुन सकिन्न,नानीले काखमा गरेको दिसा धुनु भनेको काख काट्नु हो,Social Behavior and Relationships
1514,नचिनेको चोर बाबु समान,त्यसै दोष नलाउनु ।,नचिनेको चोर बाबु समान हुन्छ,चोरलाई चिन्नु पर्दैन,सबै चोरहरू बाबुजस्तै हुन्छन्,Social Behavior and Relationships
1549,नाम भने चलेको खानाले गलेको,"दर्जा ठूलो, आम्दानी थोरै ।",चलेको खानाले मानिसलाई दौडिन सक्षम बनाउँछ,राम्रो खानाले मानिसलाई कमजोर बनाउँछ,खानाले मानिसको शरीरलाई कमजोर बनाउँछ,Social Behavior and Relationships
1556,निकी भनेकी बुहारी ओछ्यान मुतुई,राम्रो ठानेको पनि खोटी हुनु,निकी भनेकी बुहारी सधैं ओछ्यानमा सुतिरहन्छिन्,निकी भनेकी बुहारीले सधैं गल्ती गर्छिन्,निकी भनेकी बुहारीलाई सुत्न मात्र मन पर्छ,Social Behavior and Relationships
1580,"पल्लापट्टि जेठाजुका यट्नाभरी खसी, हाम्रा घरका स्वामीज्यूका हिउँद गए बसी",अल्छी गरेको परिणाम ।,"पल्लापट्टि जेठाजु धनी छन्, हाम्रा घरका स्वामीज्यू गरिब छन्","पल्लापट्टि जेठाजुका खसी धेरै छन्, हाम्रा घरमा खसी छैनन्","पल्लापट्टि जेठाजुका घरमा भोज छ, हाम्रा घरमा चिसो छ",Social Behavior and Relationships
1589,"पाहुना तर्साउनु, खेताला पल्काउनु",फाइदा हुने काम पहिला गर्नु ।,पाहुनालाई डराएर भगाउनु,खेतालालाई काम गर्न नदिनु,पाहुनालाई राम्रोसँग सत्कार गर्नु,Social Behavior and Relationships
1595,पाहुनाको रोजी दूधभात,खोजे जस्तो कहाँ पाउँछ र ?,"पाहुनालाई जे मन लाग्छ, त्यही दिनुपर्छ",पाहुनालाई सधैं दूधभात मात्र खान दिनुपर्छ,पाहुनालाई मन नपर्ने कुरा खान दिनु हुँदैन,Social Behavior and Relationships
1606,पहिलो दिनको पाहुना मिठो खा पछिको जतासुकै जा,धेरै नसक्नु ।,पहिलो दिनको पाहुना धेरै नराम्रो हुन्छ,पाहुनालाई पहिलो दिन खाना नदिए हुन्छ,पाहुनालाई कहिल्यै सम्मान गर्नु हुँदैन,Social Behavior and Relationships
1618,पानी खाइसकेर जात सोध्ने,काम बितेपछि खोजिनीति गर्नु ।,पानी पिएपछि मानिसको जात फेरिन्छ भन्ने सोच्नु,पानी पिएपछि मात्र मानिसले आफ्नो परिचय दिनुपर्छ भन्ने बुझ्नु,पानी पिएपछि मानिसले आफ्नो भाषा परिवर्तन गर्छ भन्ने ठान्नु,Social Behavior and Relationships
1649,फूलको बास्ना वरिपरि मानिसको बास्ना डाँडा पारी,मानिसको कीर्ति टढासम्म फैलन्छ ।,फूलले मानिसलाई डाँडामा पुर्‍याउँछ,मानिसको बास्ना फूलले खसाल्छ,फूल र मानिसको बास्ना बराबर हुन्छ,Social Behavior and Relationships
1652,पोइ न सोइ कोही न कोही,जथाभावी हिँड्ने स्त्री मान्छे ।,पति नभए साथी पनि हुँदैन,सबै मानिसहरू अविश्वसनीय हुन्छन्,एक्लोपनको जीवन असम्भव हुन्छ,Social Behavior and Relationships
1666,बाउन्न ठक्कर त्रिपन्न घुस्सा नखाई सुध्रदैन,"नपरी, चेत्दैन ।",बिना ठक्कर र घुस्सा पनि मानिस सजिलै सुध्रिन्छ,ठक्कर र घुस्साले मानिस झन् बिग्रन्छ,सुध्रिनका लागि घुस्सा आवश्यक छैन,Social Behavior and Relationships
1702,बाहुनको चित्त माछाको पित्त,कहिल्यै सन्तोष नहुने ।,बाहुनले माछा खान मन पराउँछ,बाहुनको चित्त माछाको पित्त जस्तै तीतो हुन्छ,बाहुनलाई माछाको पित्त खान मन लाग्छ,Social Behavior and Relationships
1722,बोलक्कड नौसिन्दा नायबका अगाडि चुप,कमजोरसँग फुर्ती लाउने शक्तिशालीसँग मुसो हुने ।,बोल्ने मान्छेले सधैं गल्ती गर्छ,नौसिन्दा मानिसले सधैं जित्छ,नायबको अगाडि सबै डराउँछन्,Social Behavior and Relationships
1736,"बस्न पाइयो भनेर थ्याच्च नबस्नू, भन्न पाइयो भनेर प्याच्च नभन्नू",विचार पुयाएर काम गर्नुपर्छ ।,बस्न पाइयो भने तुरुन्तै बस्नुपर्छ,भन्न पाइयो भने जे पनि भन्न पाइन्छ,अरूले जे भने पनि त्यसको मतलब हुँदैन,Social Behavior and Relationships
1788,बूढो गोरुले गाई ओगट्ने,नसक्नेले सक्छु भन्नु ।,बूढो गोरुले गाईलाई हराउँछ,बूढो गोरुले गाईसँग लड्छ,बूढो गोरुले गाईलाई घाइते बनाउँछ,Social Behavior and Relationships
1791,बुहारी कस्ती भ्यान्टाको बोटमा झटारो हान्ने जस्ती,"डल्ली बहारीलाई जिस्काउने, गिजाउने ।",बुहारीले भ्यान्टा खेती गर्छिन्,बुहारीले घरको काम नगरी बारीमा झटारो हान्छिन्,बुहारीले काम गर्दा सधैं झगडा गर्छिन्,Social Behavior and Relationships
1802,बैँस गए पनि बानी गएन,बूढो हुँदा पनि ख्याल ठट्टा गर्ने ।,बुढेसकालमा पनि मानिस जवान हुन्छ,बानीले मानिसको उमेर घट्छ,उमेर बढ्दै जाँदा सबै बानीहरू परिवर्तन हुन्छन्,Social Behavior and Relationships
1817,भलाका साथमा बस्दा पान सुपारीको मान,राम्राको सङ्गत गरे फाइदा हुन्छ ।,साथीहरूको प्रभावले मानिसको मूल्य घट्छ,पान सुपारीको मान कम हुन्छ,राम्रोसँग बस्दा खराब आदतहरू बढ्छ,Social Behavior and Relationships
1820,"भकारीमा धान छन्, रेने फेने खान्छन्",धेरै बस्ने काम नगर्नेले खाने भात ।,धान भकारीमा राख्न नहुने,धानलाई रेने फेनेले मात्र खान्छन्,भकारी खाली भए पनि रेने फेनेले खान पाउँछन्,Social Behavior and Relationships
